,Exited
340,0.36264696260831003
341,0.06875041905499742
342,0.09528490321535478
343,0.01791270532901912
344,0.35991546239512684
345,0.12952440830757328
346,0.330950227841001
347,0.15575799395704248
348,0.01848433242934186
349,0.02314407006595947
350,0.16262440682183557
351,0.29547136081243297
352,0.7391487587924086
353,0.040125253998181634
354,0.17249061960535475
355,0.33056565278124306
356,0.23476267361541417
357,0.028724819260183825
358,0.039059419772502685
359,0.13030117436031777
360,0.271202290349943
361,0.011198262321249569
362,0.1530232589031649
363,0.10507806931675662
364,0.384607967364717
365,0.21584274993518343
366,0.05998146073262437
367,0.13090225680575734
368,0.3295756872399863
369,0.09378717303567699
370,0.1358547263534278
371,0.17234460936948703
372,0.08461860514501131
373,0.09091792131048985
374,0.5416970264592226
375,0.029204136193490878
376,0.04878848194227715
377,0.049897574342445024
378,0.09403076740771084
379,0.016899949729230698
380,0.12069875040747131
381,0.13098308283433552
382,0.6675927047024025
383,0.0275486720547162
384,0.06146416903836738
385,0.5804184664978471
386,0.06548279040407251
387,0.7305306442786281
388,0.040313807847439515
389,0.03584697454264475
390,0.0674986286821482
391,0.5196834753245078
392,0.14087925688527808
393,0.13700672366816838
394,0.22836993061034094
395,0.2368992016256703
396,0.05441644086514323
397,0.12270002555925545
398,0.5339455664729619
399,0.8389052643341673
400,0.5467584231492583
401,0.41323618507182974
402,0.22432908661568537
403,0.022062957326293924
404,0.018803146223605596
405,0.2936396025279917
406,0.5128586185900269
407,0.43659125609363797
408,0.09833370892274078
409,0.0742812618869723
410,0.10762726602826735
411,0.13268596887610892
412,0.04894422695573786
413,0.04182466114665356
414,0.20721627482413174
415,0.023721215337235906
416,0.09845739859822798
417,0.03285958359404815
418,0.35362895616101025
419,0.1786823222799299
420,0.526045158730079
421,0.21207817609934687
422,0.30432635656365364
423,0.49606766944231095
424,0.036988588088188494
425,0.05743182534342892
426,0.09363190175498722
427,0.15039646736429302
428,0.10602253550224262
429,0.16330542812203913
430,0.1676072877707099
431,0.09799032993111688
432,0.031191528341738963
433,0.174310460300101
434,0.1028286452827067
435,0.11751461664591242
436,0.12607724715296656
437,0.4289651677458904
438,0.03760633494995896
439,0.09686588645802906
440,0.24078873642182927
441,0.1584604932503299
442,0.06992176248837584
443,0.18677559666076526
444,0.21765996175915872
445,0.3330280752145101
446,0.057711566883818434
447,0.7410179739856162
448,0.02868156259311226
449,0.1861896480515404
450,0.1274116501137103
451,0.15343458096045792
452,0.24736536827643768
453,0.16345571945739584
454,0.14207488771137006
455,0.10248785734859298
456,0.02370376045582444
457,0.2511511279205368
458,0.05857784911570797
459,0.2787270400407509
460,0.057601868572983016
461,0.3925628716395764
462,0.19053403080793901
463,0.14463271990480414
464,0.04230606669337088
465,0.03775345256753133
466,0.0522990626716871
467,0.166786851435644
468,0.022490114395960423
469,0.04684792757363343
470,0.5500488637316888
471,0.3957593059224769
472,0.040159027830200186
473,0.7950072144819593
474,0.15912089673366095
475,0.258750435524457
476,0.27560318420087887
477,0.12930227358865598
478,0.20230824963217556
479,0.36996552292048696
480,0.16907045960304906
481,0.03424373396085921
482,0.12250369251938753
483,0.2561425518776407
484,0.05072802356751023
485,0.572783529130517
486,0.1870359521677225
487,0.17588572079098272
488,0.04087888137367284
489,0.12454803409663329
490,0.2162657318155418
491,0.19308871586973647
492,0.3403328349180792
493,0.31722286728704796
494,0.022949287569773012
495,0.2777109648733193
496,0.11247076078790065
497,0.10506359732214977
498,0.6066895163065332
499,0.03968699468130227
500,0.38225624844977807
501,0.026620587785894958
502,0.09381343122106661
503,0.15552155501078527
504,0.3185849712436867
505,0.06942779423460174
506,0.11940957554411563
507,0.07853602234098282
508,0.06259364795967255
509,0.05906326962008257
510,0.017855812711692717
511,0.21442807866296495
512,0.14520304580194096
513,0.11701659703695429
514,0.10517354910538569
515,0.12941698173788055
516,0.2680227115622004
517,0.013161350109834961
518,0.1849519167920801
519,0.5276928307585768
520,0.04458168798641113
521,0.20171204871997434
522,0.039107047101291675
523,0.21083681755514638
524,0.037633980921546774
525,0.009499359068492544
526,0.24066551481391582
527,0.2781141440464781
528,0.20724563839530588
529,0.2199332832146685
530,0.6429556434563228
531,0.13182545117508096
532,0.07061340267413904
533,0.6923405183648375
534,0.05723110913157475
535,0.19739125963648652
536,0.03090308667545839
537,0.047584551969778316
538,0.4665884353484542
539,0.11642870360602739
540,0.10834427026428702
541,0.09192054506487925
542,0.021739727467217158
543,0.10926403190916881
544,0.621558187021663
545,0.10601111745070423
546,0.33685403312547535
547,0.11772436938994223
548,0.028052538011648365
549,0.09198516784080485
550,0.06719185100523234
551,0.5189967136125369
552,0.1578979781216402
553,0.03705386638034187
554,0.5492325762356166
555,0.22062760266292658
556,0.16660076263194895
557,0.281253850677756
558,0.04012003508472564
559,0.012546293958118898
560,0.139664443303516
561,0.12089444008042934
562,0.041416209025326056
563,0.022737931112131696
564,0.05137825612480331
565,0.38952392296006627
566,0.0184660472677542
567,0.04837772293625425
568,0.07142101901404325
569,0.22270543685757016
570,0.027043501228629467
571,0.07577361634601652
572,0.21028076989909247
573,0.3862021614168826
574,0.34080234227256045
575,0.23364023954393173
576,0.23655989719753345
577,0.27096954232321274
578,0.0587963537028567
579,0.3770150902321744
580,0.24527852981250334
581,0.38827079092519917
582,0.21457623141124813
583,0.21765547557391418
584,0.20707543138216913
585,0.43241746977629036
586,0.363242292535836
587,0.05906915596669054
588,0.0658988251398671
589,0.03003545006651835
590,0.060767677566094636
591,0.4372797599192324
592,0.10151821977298732
593,0.088833667876026
594,0.03226844266908193
595,0.6109300627159522
596,0.22204165777114632
597,0.048936026234996335
598,0.07210993782071368
599,0.14084574061894428
600,0.014323508126407718
601,0.2929631633246996
602,0.028621022262056824
603,0.2639493182502473
604,0.11070771231181926
605,0.08290915615903957
606,0.2850667308015466
607,0.07873780617940997
608,0.03702952993519666
609,0.5612600568609222
610,0.011840330540404734
611,0.04509763198060206
612,0.018620718450130077
613,0.0379023046964147
614,0.45448563891602034
615,0.03980543959188854
616,0.2856856848951379
617,0.04715944917079812
618,0.12286137696480366
619,0.29542219480519083
620,0.03594570194702047
621,0.08352638135911462
622,0.542659953740348
623,0.5342911644632456
624,0.34246828326977014
625,0.7403051990021786
626,0.13365013812678372
627,0.7410127411955008
628,0.34767918557518496
629,0.05222811663097405
630,0.060900810203098274
631,0.11654409556736738
632,0.2494326093287149
633,0.5669119157443052
634,0.12229296892679647
635,0.2510578677170854
636,0.010622401076141066
637,0.050001214908212986
638,0.10398709642107878
639,0.6293407908704892
640,0.37851054909727966
641,0.18863458980704234
642,0.20677384536643426
643,0.018825558345174517
644,0.5616335030736331
645,0.04075976720253211
646,0.10938472026141301
647,0.2265188124837768
648,0.03125886526815601
649,0.31978512913642837
650,0.06397913461908927
651,0.0950565361314734
652,0.0950359196569221
653,0.18386356091977854
654,0.632596299884178
655,0.0572689466238244
656,0.28359436034065755
657,0.016784556523712472
658,0.5850021244043062
659,0.03802974124231893
660,0.08176594288316494
661,0.05259192910887063
662,0.23647725646155948
663,0.026842537770507168
664,0.09769192417872993
665,0.2009285047170618
666,0.20736168565130134
667,0.5053158994545929
668,0.050288680013378835
669,0.5227918208797905
670,0.01711823892364546
671,0.09428541206103332
672,0.41366912318664945
673,0.05219226298281308
674,0.27999540009454776
675,0.07974078823058325
676,0.2692104400706648
677,0.015068174419115513
678,0.023332063566683135
679,0.15518536806259275
680,0.4111444146134999
681,0.01672694428312526
682,0.6069979698247886
683,0.7376389105667382
684,0.31658490591746047
685,0.02738767432437352
686,0.2236397050317331
687,0.06496935911691017
688,0.29992622311571165
689,0.07407932557514522
690,0.02977506810190999
691,0.035273873915869586
692,0.3231868665075562
693,0.08078661302698947
694,0.12081431436183833
695,0.31696449676146693
696,0.15797161347114663
697,0.32072484648983185
698,0.5434787290027199
699,0.0834837366891416
700,0.7377705357245145
701,0.04195638003582196
702,0.3718953266836208
703,0.4988866208574846
704,0.02645494843282869
705,0.1757546024920311
706,0.2721518659292554
707,0.049766774059085334
708,0.048523522348059574
709,0.18456450966077775
710,0.050283730938244856
711,0.384954791948314
712,0.2767760282439428
713,0.01700625104071101
714,0.5568049433589469
715,0.16969830981683356
716,0.2125154738414428
717,0.1672229908357159
718,0.16927153537356157
719,0.1251102054393231
720,0.31906028817136406
721,0.062307840526820986
722,0.08785536360005787
723,0.07038538935033031
724,0.10149948570314275
725,0.4875929415644912
726,0.04653497670170371
727,0.7051699819986854
728,0.5762380138125701
729,0.4069126207903752
730,0.2971431886568742
731,0.35958318703503533
732,0.07227956731071435
733,0.035940651197917124
734,0.3043925395941103
735,0.12357365078565576
736,0.2688216457282511
737,0.18608347729102212
738,0.10317598375858585
739,0.032096748072732904
740,0.0716209118132423
741,0.12621612780554747
742,0.12858304837716514
743,0.2080818114557964
744,0.10093810531942383
745,0.03233807331417474
746,0.703178420570886
747,0.3471355144775168
748,0.19880380393829905
749,0.7222146312442674
750,0.5982532450252697
751,0.2501216569219917
752,0.09246485422026385
753,0.027512113063670914
754,0.21846633127038156
755,0.45657578030106966
756,0.48088151342071234
757,0.04894303013956863
758,0.037822210662815575
759,0.23246701824861912
760,0.12919122822899856
761,0.3876980389159786
762,0.14055696499266446
763,0.05021229593290263
764,0.4319237791359101
765,0.2435253706083687
766,0.1625558384542673
767,0.38933054322393146
768,0.03963030355202841
769,0.05736819293136042
770,0.4158090200845025
771,0.703278642422121
772,0.019419420696870037
773,0.022776421087800012
774,0.5623168742766209
775,0.14748782525153373
776,0.08329239330360136
777,0.15108343699437426
778,0.7215406816156785
779,0.2212392107255
780,0.10073219920206017
781,0.04318256729704259
782,0.06825537422266964
783,0.02110134357420118
784,0.3950562674220244
785,0.7684341794060148
786,0.048476096354889205
787,0.11361825525366288
788,0.034400195772892286
789,0.03485439658937385
790,0.2175025936648932
791,0.07456964762462893
792,0.07738205829778703
793,0.5968242261704597
794,0.017142069478767032
795,0.4033358478271214
796,0.2250110770336058
797,0.30718695519438566
798,0.11135909584364435
799,0.07641865459026534
800,0.16138442776080977
801,0.06871569777756403
802,0.0668123164417861
803,0.059996150759974616
804,0.0312333287075743
805,0.2125827239280984
806,0.2570202963512545
807,0.04686856021763593
808,0.036151147521836346
809,0.12907109715788123
810,0.2242106098691893
811,0.2868442617772676
812,0.11180379446088384
813,0.015606603920447838
814,0.11465514954992802
815,0.01704234193988224
816,0.11099466003950344
817,0.12117787305841246
818,0.35693799852390296
819,0.02641514198797071
820,0.13111396772185482
821,0.09193318754703392
822,0.05924793691314234
823,0.3348741422108153
824,0.09545236366886409
825,0.01043373982811523
826,0.01999489890601708
827,0.15771733451216544
828,0.0179023087639339
829,0.04007053664649019
830,0.1449836761195948
831,0.14823994478057456
832,0.16664062168374413
833,0.4136989032547385
834,0.5017433871748128
835,0.07712891570991463
836,0.03539622729461428
837,0.57447904326365
838,0.11452191506573114
839,0.06391101428392057
840,0.07590429156122237
841,0.040322407408337306
842,0.15939185980417112
843,0.38440464516375944
844,0.2185037002135992
845,0.052157981418991736
846,0.2891000406515917
847,0.813215728359593
848,0.35705284795147163
849,0.041759361853013086
850,0.40133210784920686
851,0.6064405875213532
852,0.021763065915707737
853,0.5375313781346307
854,0.4983918214439447
855,0.03178146527577258
856,0.24681651878170213
857,0.07538342760905847
858,0.058540385538280365
859,0.4529762052073359
860,0.3653098832535235
861,0.04400953641988901
862,0.3265225048593527
863,0.1397916746050893
864,0.06755093148467824
865,0.11735559700105232
866,0.12327848508717858
867,0.1844362105716795
868,0.24610029853851176
869,0.03354208005745488
870,0.04390632854054755
871,0.37305785608844444
872,0.1816027922181042
873,0.062270591437575774
874,0.5482224998362358
875,0.08808943792143333
876,0.15847493842626081
877,0.035466433589079485
878,0.11541124151355789
879,0.061876307113832456
880,0.43699432072113337
881,0.1731500871153744
882,0.23146394620465222
883,0.08916672196716577
884,0.39571588682380027
885,0.1110268745714703
886,0.3763769355498441
887,0.13081635181270754
888,0.04649385999972688
889,0.04205849235612332
890,0.037007717850950354
891,0.1661358786536713
892,0.09316181820323219
893,0.056993638251301625
894,0.3482855401339772
895,0.10563388396272572
896,0.7205422666070264
897,0.12995008835110644
898,0.5371868009500653
899,0.15171640012635984
900,0.06706997860088328
901,0.18063596117918315
902,0.08123426124070522
903,0.03308784153058833
904,0.3804033502191979
905,0.296248751704849
906,0.7452606039621337
907,0.19161914043565823
908,0.016503514427997246
909,0.5679731465985356
910,0.294674018961454
911,0.05452088423383703
912,0.3691349316725365
913,0.02899547485003688
914,0.0346263371954513
915,0.13871043724119514
916,0.19315334833123396
917,0.5325156852200245
918,0.2637682436143586
919,0.08967221457622802
920,0.5129405155770413
921,0.23844098029075256
922,0.5518917292588087
923,0.09622497762266383
924,0.04221993273361004
925,0.042431110212251946
926,0.12523095159529687
927,0.09466554643386255
928,0.7740144430684751
929,0.42909811219200245
930,0.04687981668095248
931,0.029668231519271476
932,0.5940809098495952
933,0.055521486279894665
934,0.8890246551237607
935,0.16126953817011963
936,0.17672064786533176
937,0.6104312731246757
938,0.45952484265825866
939,0.07426843480311478
940,0.17336693824558438
941,0.6842806624044097
942,0.02837663792203685
943,0.026116991592821825
944,0.7246974182281121
945,0.4920751199443079
946,0.044071118926767724
947,0.35047255290662455
948,0.14469877168405873
949,0.1360093628298473
950,0.2407261117306307
951,0.11761970762772285
952,0.15960933495491217
953,0.29503019308432715
954,0.28857745724974565
955,0.1519889611384442
956,0.13049326001916092
957,0.41942851443761286
958,0.1985532635532635
959,0.12977084328998834
960,0.06796948520470533
961,0.2308855100180407
962,0.07481845865962251
963,0.506405786024483
964,0.21740048453312785
965,0.20434532310372205
966,0.09440863036714386
967,0.2106048973852127
968,0.15459461398341426
969,0.020329493182359205
970,0.09095849647687398
971,0.08240125901972636
972,0.1331454071316295
973,0.10646930589382535
974,0.02400634019263734
975,0.6297595389484075
976,0.817970791931635
977,0.11431620665670754
978,0.04289104407001475
979,0.08535727506594769
980,0.20194430588228077
981,0.09708049286804725
982,0.25781470352277824
983,0.09196118361058192
984,0.07174184354333926
985,0.02167789868715086
986,0.03776756396705665
987,0.07270590765812238
988,0.08844325363088981
989,0.04936526552122657
990,0.1336065314212265
991,0.10088247845325628
992,0.15958288685992342
993,0.04095418519510474
994,0.6512197279753926
995,0.2182161977384309
996,0.039315727233062335
997,0.15625563191906328
998,0.06928639089695651
999,0.03881941886154617
1000,0.012301967460492771
1001,0.5683372824709357
1002,0.035657237422719514
1003,0.2064659970609387
1004,0.029757749762888013
1005,0.055638166292746184
1006,0.6335849707765313
1007,0.08590764701508499
1008,0.07707432263171686
1009,0.04839055947324564
1010,0.09062491979320107
1011,0.13855833570338272
1012,0.5118124779395877
1013,0.058475074509726645
1014,0.07299231965424244
1015,0.2768705971488224
1016,0.23435502149923337
1017,0.016537441083503062
1018,0.3925429815571662
1019,0.37877165602303314
1020,0.0472118273147901
1021,0.652013236065326
1022,0.11243661063175639
1023,0.04076556767687662
1024,0.6381074922515853
1025,0.772032719116548
1026,0.11413218195811592
1027,0.24895098007658326
1028,0.009423608970723463
1029,0.6173996313243587
1030,0.11690495978106007
1031,0.38561342933104165
1032,0.02687299130455317
1033,0.31061319940928245
1034,0.14828871389738427
1035,0.2029445046976011
1036,0.5022265270493612
1037,0.024771040712375073
1038,0.29218263860675453
1039,0.30633045060521263
1040,0.3025696076784186
1041,0.29593759482264503
1042,0.5333604333082449
1043,0.06774170882289594
1044,0.28765265538329543
1045,0.09621631518043043
1046,0.11241551674514065
1047,0.10357027395819764
1048,0.4136933678393523
1049,0.5251906334540096
1050,0.09362154707941547
1051,0.22650120154824585
1052,0.0671746612624068
1053,0.10996894544111185
1054,0.1209215753886809
1055,0.031540413891413197
1056,0.11284400783831579
1057,0.3241251175364438
1058,0.20518169933855632
1059,0.9570432824217409
1060,0.6558151967494149
1061,0.08344386379610735
1062,0.39572549209259067
1063,0.1189726555233753
1064,0.23318093746477023
1065,0.3271754346729962
1066,0.25470027023008146
1067,0.06353925016077626
1068,0.06419470589554963
1069,0.038199816479906584
1070,0.3399075397342752
1071,0.213321051215444
1072,0.4526894044588489
1073,0.2541125185127207
1074,0.530173510872242
1075,0.0967723073133248
1076,0.18762899613504466
1077,0.05380503485368484
1078,0.1647649092917305
1079,0.11566129932975398
1080,0.2860218952035449
1081,0.20453598195245573
1082,0.13948969707220008
1083,0.10003407642341729
1084,0.05648365264932901
1085,0.0187657763377785
1086,0.03148885201891109
1087,0.12568247747199143
1088,0.19273289060187634
1089,0.030236943289368306
1090,0.0574460597408054
1091,0.3206797161802129
1092,0.12276265162456698
1093,0.08366081382931244
1094,0.06549121261275595
1095,0.5536087267074482
1096,0.5517114807187625
1097,0.4571076990099079
1098,0.2732572681142443
1099,0.161024016711115
1100,0.33892556084823955
1101,0.34910932264446043
1102,0.041301943616260675
1103,0.3510993621921988
1104,0.05261932575556313
1105,0.4609494853240566
1106,0.26119530514916806
1107,0.028419247359589894
1108,0.060035302042161974
1109,0.15526407791154856
1110,0.30429732711626184
1111,0.01418475610549722
1112,0.10890920756336532
1113,0.28744267454799743
1114,0.19627284533947162
1115,0.03795398566256096
1116,0.11445479634822182
1117,0.545692971894051
1118,0.05197829018439553
1119,0.23146246586657426
1120,0.08109912815275427
1121,0.45784591067482816
1122,0.04009415590702857
1123,0.3794437432741407
1124,0.18375076571574514
1125,0.2796197845745106
1126,0.058630966705130065
1127,0.043317205590950404
1128,0.16356935780957488
1129,0.01506062170886819
1130,0.02077980696834977
1131,0.1355279410211863
1132,0.0563690854118119
1133,0.09192079249584258
1134,0.010396979974044304
1135,0.11906563051258337
1136,0.3025034912485819
1137,0.05247394769523823
1138,0.27209749824613666
1139,0.3344563446267104
1140,0.03875118702757477
1141,0.11465990727208372
1142,0.02611173322800945
1143,0.2986485351273398
1144,0.0991744582665647
1145,0.12766428325407775
1146,0.07619816221642768
1147,0.1365016504790572
1148,0.5810714303837333
1149,0.4542063321280587
1150,0.2053954826152997
1151,0.03362562720055784
1152,0.15797197918039677
1153,0.2816031983752014
1154,0.33888364303761837
1155,0.08078581844055067
1156,0.06301922453050827
1157,0.2528778672199452
1158,0.3033120339030559
1159,0.12171514965271352
1160,0.06060614828600319
1161,0.4667411406905819
1162,0.2056538660929241
1163,0.7637671520169285
1164,0.2533597370534218
1165,0.011806850898566663
1166,0.18131822068493714
1167,0.8703531518860936
1168,0.059624826017969444
1169,0.06229984597587477
1170,0.16701260356190953
1171,0.3766441149677869
1172,0.6400040325153414
1173,0.33178636310158605
1174,0.41146900782197765
1175,0.0558795362090541
1176,0.07914339527765744
1177,0.05665839392673961
1178,0.09321796257497589
1179,0.14329476154085793
1180,0.18608104590569768
1181,0.07326784005110347
1182,0.11427760340048247
1183,0.02468239134899897
1184,0.07368211550036893
1185,0.15415930781670764
1186,0.45195267500494335
1187,0.39461704900323014
1188,0.3934611323497956
1189,0.08277389254068007
1190,0.44967730584992854
1191,0.21293436615516684
1192,0.08118030790537112
1193,0.1560787415737209
1194,0.21291505189177176
1195,0.08271084402326945
1196,0.04487866699956236
1197,0.14687006459131827
1198,0.12018668825661719
1199,0.07281322502081267
1200,0.046513720931814995
1201,0.20593086714046666
1202,0.03316687330001979
1203,0.49812921953800376
1204,0.777977634346599
1205,0.05089242943133633
1206,0.047819066246731344
1207,0.04987431390474676
1208,0.08357589845056576
1209,0.2760546920028936
1210,0.2412929801246408
1211,0.11143608339595991
1212,0.045698078119919744
1213,0.43060875142661786
1214,0.09107553601900693
1215,0.029226812845724856
1216,0.05010792145010294
1217,0.09622610559524931
1218,0.07574212446004173
1219,0.28617984801580587
1220,0.03264943298338886
1221,0.024675154379563545
1222,0.18648380822419058
1223,0.5429286380284132
1224,0.0892743899590148
1225,0.5271463720029582
1226,0.013658005082495005
1227,0.5979477622273386
1228,0.07371985436264711
1229,0.8490259412140868
1230,0.12774256134015227
1231,0.08909124106657473
1232,0.019731619044181112
1233,0.21746815127880362
1234,0.42518733739523673
1235,0.1691028230167701
1236,0.2533733050158858
1237,0.09317338816075033
1238,0.03516280198736289
1239,0.14509417001091574
1240,0.016772360268859605
1241,0.0604605006418224
1242,0.27185157325066267
1243,0.6420162526055558
1244,0.025770911887648847
1245,0.1862257056479383
1246,0.05916169244073686
1247,0.21388515423722856
1248,0.13136900190569753
1249,0.12714393976194271
1250,0.24182943829789283
1251,0.18502454660097212
